Gene	LogFC	V4	m210_1
ABHD14A-ACY1	0.084598581	havana	protein_coding
EPX	0.084598581	ensembl_havana	protein_coding
ZMYND15	0.084598581	ensembl_havana	protein_coding
DPYS	0.084598581	ensembl_havana	protein_coding
PGLYRP2	0.084598581	ensembl_havana	protein_coding
TTLL10	0.084598581	ensembl_havana	protein_coding
HAAO	0.084598581	ensembl_havana	protein_coding
ELFN2	0.084598581	ensembl_havana	protein_coding
SLC9A4	0.084598581	ensembl_havana	protein_coding
DGCR6	0.084598581	ensembl_havana	protein_coding
GSTM2	0.084598581	ensembl_havana	protein_coding
PRCD	0.084598581	ensembl_havana	protein_coding
ZNF559-ZNF177	0.084598581	ensembl_havana	protein_coding
MAPK8IP1	0.084518138	ensembl_havana	protein_coding
SLX1A	0.084518138	ensembl_havana	protein_coding
MKX	0.084518138	ensembl_havana	protein_coding
CD200R1	0.084518138	ensembl_havana	protein_coding
SPRR1B	0.084518138	ensembl_havana	protein_coding
HTRA4	0.084518138	ensembl_havana	protein_coding
OFD1	0.084517652	ensembl_havana	protein_coding
DNAJC28	0.084471809	ensembl_havana	protein_coding
GCOM1	0.084436602	ensembl_havana	protein_coding
DMTN	0.084436602	ensembl_havana	protein_coding
SLC22A1	0.084436602	ensembl_havana	protein_coding
RP11-192H23.4	0.084436602	havana	protein_coding
AGPAT4	0.084353955	ensembl_havana	protein_coding
APBA2	0.084353955	ensembl_havana	protein_coding
GRK7	0.084353955	ensembl_havana	protein_coding
ZNF541	0.084353955	ensembl_havana	protein_coding
TNNI3	0.084353955	ensembl_havana	protein_coding
ACSBG2	0.084353955	ensembl_havana	protein_coding
LECT1	0.084353955	ensembl_havana	protein_coding
HLX	0.084353955	ensembl_havana	protein_coding
PTPRQ	0.084353955	ensembl_havana	protein_coding
SKAP1	0.084353955	ensembl_havana	protein_coding
CD226	0.084353955	ensembl_havana	protein_coding
MMP21	0.084353955	ensembl_havana	protein_coding
CLDN14	0.084353955	ensembl_havana	protein_coding
TSSK3	0.084353955	ensembl_havana	protein_coding
DHRS13	0.084353955	ensembl_havana	protein_coding
OSCAR	0.084353955	ensembl_havana	protein_coding
CES4A	0.084353955	ensembl_havana	protein_coding
PCP2	0.084353955	ensembl_havana	protein_coding
P2RY13	0.084353955	ensembl_havana	protein_coding
APOBR	0.084353955	ensembl_havana	protein_coding
NBPF6	0.084353955	ensembl_havana	protein_coding
FAM179A	0.084353955	ensembl_havana	protein_coding
NTRK1	0.084353955	ensembl_havana	protein_coding
FBXO47	0.084353955	ensembl_havana	protein_coding
FOXL2NB	0.084353955	ensembl_havana	protein_coding
CTD-3105H18.18	0.084353955	havana	protein_coding
NOG	0.084306479	ensembl_havana	protein_coding
SLC22A23	0.084278579	ensembl_havana	protein_coding
KATNAL1	0.084275377	ensembl_havana	protein_coding
ATXN10	0.084248609	ensembl_havana	protein_coding
EID2B	0.084240488	ensembl_havana	protein_coding
TAF6L	0.084032001	ensembl_havana	protein_coding
GAL3ST4	0.083594938	ensembl_havana	protein_coding
ARL2	0.083557362	ensembl_havana	protein_coding
KMT2A	0.083441339	ensembl_havana	protein_coding
RIN1	0.083433182	ensembl_havana	protein_coding
RPGRIP1L	0.083350214	ensembl_havana	protein_coding
GPS1	0.083342784	ensembl_havana	protein_coding
ECHDC1	0.083192115	ensembl_havana	protein_coding
TACC1	0.083109314	ensembl_havana	protein_coding
BBS9	0.083036409	ensembl_havana	protein_coding
CSF1R	0.082983305	ensembl_havana	protein_coding
LIAS	0.082971104	ensembl_havana	protein_coding
L2HGDH	0.082946139	ensembl_havana	protein_coding
RAB3GAP1	0.082932747	ensembl_havana	protein_coding
ZBTB46	0.082899506	ensembl_havana	protein_coding
WBP2NL	0.08283523	ensembl_havana	protein_coding
AMER1	0.082785048	ensembl_havana	protein_coding
ATP8A2	0.082732341	ensembl_havana	protein_coding
REPS2	0.08272825	ensembl_havana	protein_coding
SCARA3	0.082676162	ensembl_havana	protein_coding
IMMP2L	0.082646778	ensembl_havana	protein_coding
PLIN5	0.082293563	ensembl_havana	protein_coding
DIEXF	0.08226992	ensembl_havana	protein_coding
LMOD1	0.082250943	ensembl_havana	protein_coding
CNGA1	0.082250943	ensembl_havana	protein_coding
RGAG4	0.082250943	ensembl_havana	protein_coding
NCR3LG1	0.082190726	ensembl_havana	protein_coding
GIPC1	0.082112199	ensembl_havana	protein_coding
DLAT	0.082073522	ensembl_havana	protein_coding
FAM76B	0.08206499	ensembl_havana	protein_coding
TBC1D13	0.082025501	ensembl_havana	protein_coding
ATE1	0.081988757	ensembl_havana	protein_coding
CCT2	0.081931559	ensembl_havana	protein_coding
NOP16	0.081810311	ensembl_havana	protein_coding
LRRC8D	0.081731065	ensembl_havana	protein_coding
PCDHB4	0.081684246	havana	protein_coding
BTD	0.081626218	ensembl_havana	protein_coding
MADD	0.081548585	ensembl_havana	protein_coding
ZNF410	0.081385317	ensembl_havana	protein_coding
PRKRIR	0.08129185	ensembl_havana	protein_coding
RAB13	0.081268702	ensembl_havana	protein_coding
ZKSCAN4	0.081263853	ensembl_havana	protein_coding
SUMF1	0.081235465	ensembl_havana	protein_coding
GALNT14	0.081204938	ensembl_havana	protein_coding
XPNPEP1	0.081121286	ensembl_havana	protein_coding
P2RX5	0.081069459	ensembl_havana	protein_coding
RBL1	0.081039958	ensembl_havana	protein_coding
TFB1M	0.080962844	ensembl_havana	protein_coding
SLC35A3	0.080913329	ensembl_havana	protein_coding
RHOH	0.080819631	ensembl_havana	protein_coding
ZNF2	0.080685337	ensembl_havana	protein_coding
CAV3	0.08062184	ensembl_havana	protein_coding
MYLIP	0.080609197	ensembl_havana	protein_coding
ZNF337	0.08031606	ensembl_havana	protein_coding
ATP5E	0.080298964	ensembl_havana	protein_coding
C12orf42	0.080244663	ensembl_havana	protein_coding
CERS1	0.080244663	ensembl_havana	protein_coding
ACRC	0.080212723	ensembl_havana	protein_coding
TUBB3	0.080195109	ensembl_havana	protein_coding
RASA4	0.080177066	ensembl_havana	protein_coding
RP11-723O4.6	0.080119622	havana	protein_coding
CINP	0.080111515	ensembl_havana	protein_coding
KLHDC8B	0.080106045	ensembl_havana	protein_coding
KIAA1549	0.079961611	ensembl_havana	protein_coding
RUFY3	0.079937287	ensembl_havana	protein_coding
TLR5	0.079925919	ensembl_havana	protein_coding
ATG5	0.079873193	ensembl_havana	protein_coding
ZFP64	0.079826835	ensembl_havana	protein_coding
CCNA1	0.079801076	ensembl_havana	protein_coding
HABP2	0.079801076	ensembl_havana	protein_coding
KLHL41	0.079801076	ensembl_havana	protein_coding
TPRG1L	0.079765467	ensembl_havana	protein_coding
COMMD4	0.079710729	ensembl_havana	protein_coding
SPIN2B	0.079659882	ensembl_havana	protein_coding
C9orf85	0.079605765	ensembl_havana	protein_coding
DOK1	0.079594872	ensembl_havana	protein_coding
CSGALNACT1	0.079506349	ensembl_havana	protein_coding
RWDD1	0.07945176	ensembl_havana	protein_coding
VBP1	0.079409065	ensembl_havana	protein_coding
HERPUD1	0.079375414	ensembl_havana	protein_coding
YIF1B	0.078984191	ensembl_havana	protein_coding
MRPL14	0.078861926	ensembl_havana	protein_coding
FAHD2B	0.078771063	ensembl_havana	protein_coding
SEMA4G	0.078655886	ensembl_havana	protein_coding
RPS6KB1	0.078567995	ensembl_havana	protein_coding
EFNA3	0.078433085	ensembl_havana	protein_coding
AMZ2	0.078264918	ensembl_havana	protein_coding
NDUFB9	0.078233303	ensembl_havana	protein_coding
STMN4	0.078085472	ensembl_havana	protein_coding
EPHA8	0.078085472	ensembl_havana	protein_coding
FSCN1	0.078085472	ensembl_havana	protein_coding
GNAO1	0.078085472	ensembl_havana	protein_coding
DERL3	0.078085472	ensembl_havana	protein_coding
LGALS2	0.078085472	ensembl_havana	protein_coding
MAP1LC3A	0.078085472	ensembl_havana	protein_coding
CELF4	0.078085472	ensembl_havana	protein_coding
AMH	0.078085472	ensembl_havana	protein_coding
RLN1	0.078085472	ensembl_havana	protein_coding
CRYAB	0.078085472	ensembl_havana	protein_coding
CSPG5	0.078085472	ensembl_havana	protein_coding
FNDC4	0.078085472	ensembl_havana	protein_coding
PGF	0.078085472	ensembl_havana	protein_coding
ABCC11	0.078085472	ensembl_havana	protein_coding
TMEM74B	0.078085472	ensembl_havana	protein_coding
ARHGEF6	0.078085472	ensembl_havana	protein_coding
SOX3	0.078085472	ensembl_havana	protein_coding
SLC37A2	0.078085472	ensembl_havana	protein_coding
PSAT1	0.078085472	ensembl_havana	protein_coding
C11orf70	0.078085472	ensembl_havana	protein_coding
SEMA6C	0.078085472	ensembl_havana	protein_coding
ZNF385B	0.078085472	ensembl_havana	protein_coding
ZNF660	0.078085472	ensembl_havana	protein_coding
PXDNL	0.078085472	ensembl_havana	protein_coding
ANKRD1	0.078085472	ensembl_havana	protein_coding
SCGB1A1	0.078085472	ensembl_havana	protein_coding
TMC1	0.078085472	ensembl_havana	protein_coding
GATM	0.078085472	ensembl_havana	protein_coding
EPHX4	0.078085472	ensembl_havana	protein_coding
SPACA4	0.078085472	ensembl_havana	protein_coding
C2orf82	0.078085472	ensembl_havana	protein_coding
PSG9	0.078085472	ensembl_havana	protein_coding
TMEM212	0.078085472	ensembl_havana	protein_coding
NHEJ1	0.078085472	ensembl_havana	protein_coding
FAM166A	0.078085472	ensembl_havana	protein_coding
ARID3C	0.078085472	ensembl_havana	protein_coding
C17orf107	0.078085472	ensembl_havana	protein_coding
FER1L5	0.078085472	ensembl_havana	protein_coding
ZNF578	0.078085472	ensembl_havana	protein_coding
AC008522.1	0.078085472	ensembl	protein_coding
AC021106.1	0.078085472	ensembl	protein_coding
CLDN7	0.078057705	ensembl_havana	protein_coding
PCDH11Y	0.077995328	ensembl_havana	protein_coding
HDAC10	0.077995328	ensembl_havana	protein_coding
TULP1	0.077995328	ensembl_havana	protein_coding
CAMSAP3	0.077932955	ensembl_havana	protein_coding
SAE1	0.077908087	ensembl_havana	protein_coding
TUBB8	0.077718182	ensembl_havana	protein_coding
CBS	0.077659736	ensembl_havana	protein_coding
UBE2D3	0.077629754	ensembl_havana	protein_coding
GJB2	0.077604197	ensembl_havana	protein_coding
FAM135A	0.077589165	ensembl_havana	protein_coding
SYDE1	0.077589165	ensembl_havana	protein_coding
PGM5	0.077589165	ensembl_havana	protein_coding
CABP1	0.077589165	ensembl_havana	protein_coding
FAM171A2	0.077589165	ensembl_havana	protein_coding
MGAT5B	0.077589165	ensembl_havana	protein_coding
NPPA	0.077589165	ensembl_havana	protein_coding
TMEM232	0.077589165	ensembl_havana	protein_coding
POTEE	0.077589165	ensembl_havana	protein_coding
CPTP	0.077589165	ensembl_havana	protein_coding
BCL2L2-PABPN1	0.077589165	ensembl_havana	protein_coding
PADI6	0.077589165	ensembl_havana	protein_coding
BPIFB1	0.077473017	ensembl_havana	protein_coding
TCEANC	0.077395028	ensembl_havana	protein_coding
DCLRE1A	0.077322682	ensembl_havana	protein_coding
SREBF2	0.077308473	ensembl_havana	protein_coding
CAPN3	0.077273485	ensembl_havana	protein_coding
CST4	0.077273485	ensembl_havana	protein_coding
VSIG1	0.077273485	ensembl_havana	protein_coding
NEURL1	0.077273485	ensembl_havana	protein_coding
EBF3	0.077273485	ensembl_havana	protein_coding
SLC4A9	0.077273485	ensembl_havana	protein_coding
CDH9	0.077273485	ensembl_havana	protein_coding
CHST8	0.077273485	ensembl_havana	protein_coding
TNFRSF19	0.077273485	ensembl_havana	protein_coding
PPFIA2	0.077273485	ensembl_havana	protein_coding
STAC2	0.077273485	ensembl_havana	protein_coding
CDH18	0.077273485	ensembl_havana	protein_coding
AWAT2	0.077273485	ensembl_havana	protein_coding
FAM13C	0.077273485	ensembl_havana	protein_coding
CACNA2D4	0.077273485	ensembl_havana	protein_coding
NPAS3	0.077273485	ensembl_havana	protein_coding
SLC24A2	0.077273485	ensembl_havana	protein_coding
ARMC12	0.077273485	ensembl_havana	protein_coding
KRT82	0.077273485	ensembl_havana	protein_coding
HFM1	0.077273485	ensembl_havana	protein_coding
IL17RC	0.077273485	ensembl_havana	protein_coding
CLEC3B	0.077273485	ensembl_havana	protein_coding
ATRIP	0.077273485	ensembl_havana	protein_coding
TNXB	0.077273485	ensembl_havana	protein_coding
C10orf131	0.077273485	ensembl_havana	protein_coding
GCSAM	0.077273485	ensembl_havana	protein_coding
FOXR1	0.077273485	ensembl_havana	protein_coding
CALML3	0.077273485	ensembl_havana	protein_coding
CTXN1	0.077273485	ensembl_havana	protein_coding
HNRNPCL1	0.077273485	ensembl_havana	protein_coding
ZNF716	0.077273485	ensembl_havana	protein_coding
GALNT9	0.077273485	ensembl_havana	protein_coding
INPP5J	0.077273485	ensembl_havana	protein_coding
SFTPA2	0.077273485	ensembl_havana	protein_coding
SRL	0.077273485	ensembl_havana	protein_coding
CYP26C1	0.077273485	ensembl_havana	protein_coding
FAM150B	0.077273485	ensembl_havana	protein_coding
POTEF	0.077273485	ensembl_havana	protein_coding
ZSCAN5B	0.077273485	ensembl_havana	protein_coding
ELANE	0.077273485	ensembl_havana	protein_coding
DMBX1	0.077273485	ensembl_havana	protein_coding
C9orf172	0.077273485	havana	protein_coding
GVQW1	0.077273485	havana	protein_coding
CHKB-CPT1B	0.077273485	havana	protein_coding
UBE2Q2L	0.077273485	ensembl_havana	protein_coding
CTB-50L17.14	0.077273485	havana	protein_coding
AC003002.6	0.077273485	havana	protein_coding
AC005477.1	0.077273485	ensembl	protein_coding
PCYOX1L	0.077102275	ensembl_havana	protein_coding
ING1	0.077057742	ensembl_havana	protein_coding
THEM4	0.07694135	ensembl_havana	protein_coding
SECISBP2	0.076644379	ensembl_havana	protein_coding
UFM1	0.076632307	ensembl_havana	protein_coding
MAOB	0.076601189	ensembl_havana	protein_coding
PLIN2	0.076580601	ensembl_havana	protein_coding
CCDC85B	0.076511361	ensembl_havana	protein_coding
PYROXD1	0.076448152	ensembl_havana	protein_coding
CCNB2	0.076415531	ensembl_havana	protein_coding
CGN	0.076184499	ensembl_havana	protein_coding
TMED2	0.076121218	ensembl_havana	protein_coding
KIAA1429	0.076106437	ensembl_havana	protein_coding
ATP6V1C2	0.075935768	ensembl_havana	protein_coding
INVS	0.075906891	ensembl_havana	protein_coding
CCDC91	0.075868508	ensembl_havana	protein_coding
MED26	0.075817876	ensembl_havana	protein_coding
HIST1H3A	0.075662011	ensembl_havana	protein_coding
RAET1L	0.075637051	ensembl_havana	protein_coding
RBM3	0.075613605	ensembl_havana	protein_coding
DMKN	0.075563835	ensembl_havana	protein_coding
BTN2A1	0.075508832	ensembl_havana	protein_coding
C9orf78	0.075382914	ensembl_havana	protein_coding
PSORS1C2	0.075256574	ensembl_havana	protein_coding
CDH3	0.075200981	ensembl_havana	protein_coding
TPRA1	0.075188995	ensembl_havana	protein_coding
MORF4L1	0.075170165	ensembl_havana	protein_coding
DGUOK	0.075162551	ensembl_havana	protein_coding
C7orf55	0.075114727	havana	protein_coding
PTER	0.075112263	ensembl_havana	protein_coding
SLC4A1AP	0.075105173	ensembl_havana	protein_coding
AZI2	0.07505081	ensembl_havana	protein_coding
AHNAK	0.074939403	ensembl_havana	protein_coding
FBXW4	0.074850041	ensembl_havana	protein_coding
ZCCHC10	0.07474544	ensembl_havana	protein_coding
AP1S2	0.074649245	ensembl_havana	protein_coding
GPC2	0.074647664	ensembl_havana	protein_coding
PSMB10	0.074639768	ensembl_havana	protein_coding
ALS2CL	0.074584695	ensembl_havana	protein_coding
USP13	0.074568179	ensembl_havana	protein_coding
PPIL6	0.074543941	ensembl_havana	protein_coding
SNRPD1	0.074526868	ensembl_havana	protein_coding
FTL	0.074343676	ensembl_havana	protein_coding
TSNAX	0.074187711	havana	protein_coding
COMMD5	0.073892249	ensembl_havana	protein_coding
IL6	0.07380467	ensembl_havana	protein_coding
TIPARP	0.073658756	ensembl_havana	protein_coding
HRH1	0.073493946	ensembl_havana	protein_coding
STAMBP	0.073417382	ensembl_havana	protein_coding
BPTF	0.073405739	ensembl_havana	protein_coding
MED21	0.073177329	ensembl_havana	protein_coding
PAAF1	0.07308862	ensembl_havana	protein_coding
TRIM24	0.073038993	ensembl_havana	protein_coding
ERI1	0.072998608	ensembl_havana	protein_coding
FIS1	0.072957446	ensembl_havana	protein_coding
PHLDB1	0.072884969	ensembl_havana	protein_coding
TRABD2A	0.072856805	ensembl_havana	protein_coding
FST	0.072839668	ensembl_havana	protein_coding
SALL4	0.072772305	ensembl_havana	protein_coding
PLEKHO2	0.072736949	ensembl_havana	protein_coding
AVPI1	0.072676213	ensembl_havana	protein_coding
GNPAT	0.072673398	ensembl_havana	protein_coding
Sep-11	0.072491098	ensembl_havana	protein_coding
ATP10D	0.072477058	ensembl_havana	protein_coding
CFD	0.072393327	ensembl_havana	protein_coding
CCZ1	0.072297966	ensembl_havana	protein_coding
SZRD1	0.072269142	ensembl_havana	protein_coding
EXTL2	0.07224216	ensembl_havana	protein_coding
NAT14	0.072126952	ensembl_havana	protein_coding
ANKRD9	0.072092946	ensembl_havana	protein_coding
GPCPD1	0.072049919	ensembl_havana	protein_coding
DNAJB5	0.071954017	ensembl_havana	protein_coding
TRMT12	0.07176868	ensembl_havana	protein_coding
VPS13D	0.071627604	ensembl_havana	protein_coding
MBP	0.071364322	ensembl_havana	protein_coding
QRICH1	0.071359741	ensembl_havana	protein_coding
MAST1	0.071268068	ensembl_havana	protein_coding
LINC00493	0.071258397	havana	protein_coding
DARS	0.071185663	ensembl_havana	protein_coding
RNF180	0.071162671	ensembl_havana	protein_coding
TWF2	0.071063725	ensembl_havana	protein_coding
ARL6	0.071041388	ensembl_havana	protein_coding
TAF7	0.070955002	ensembl_havana	protein_coding
LY6E	0.070934125	ensembl_havana	protein_coding
CHN2	0.070903669	ensembl_havana	protein_coding
KLF8	0.070789766	ensembl_havana	protein_coding
RDH13	0.070747991	ensembl_havana	protein_coding
MAPK8IP3	0.070558303	ensembl_havana	protein_coding
TSHZ2	0.070445157	ensembl_havana	protein_coding
AK1	0.070271447	ensembl_havana	protein_coding
TPM3	0.070268261	ensembl_havana	protein_coding
RBKS	0.070192315	ensembl_havana	protein_coding
USP34	0.070139733	ensembl_havana	protein_coding
ERAP2	0.069986618	ensembl_havana	protein_coding
LRRC27	0.069864248	ensembl_havana	protein_coding
GXYLT2	0.069798098	ensembl_havana	protein_coding
FBXO4	0.069574554	ensembl_havana	protein_coding
GANAB	0.069522392	ensembl_havana	protein_coding
ASB16	0.069405617	ensembl_havana	protein_coding
FAM117B	0.06924827	ensembl_havana	protein_coding
SRSF12	0.069214344	ensembl_havana	protein_coding
ITGA7	0.069182114	ensembl_havana	protein_coding
RBM25	0.069100536	ensembl_havana	protein_coding
C12orf65	0.069002767	ensembl_havana	protein_coding
SMC4	0.06896283	ensembl_havana	protein_coding
ANKRD22	0.068820855	ensembl_havana	protein_coding
TMEM175	0.068797915	ensembl_havana	protein_coding
PEX6	0.068700488	ensembl_havana	protein_coding
CRIP2	0.068650934	ensembl_havana	protein_coding
CASP14	0.068639699	ensembl_havana	protein_coding
ZFP14	0.068632447	ensembl_havana	protein_coding
PCDHB2	0.06861539	ensembl_havana	protein_coding
NT5C3A	0.068534405	ensembl_havana	protein_coding
ZMYND11	0.068444446	ensembl_havana	protein_coding
KIN	0.068431149	ensembl_havana	protein_coding
